,stop_from_name,stop_to_name,route_type,weight
43174,"Bernartice,most",Bernartice,3,72
43190,"Bernartice,most","Loket u Čechtic,Bezděkov",3,87
43209,"Bernartice,most","Loket u Čechtic,Brzotice",3,10
43211,"Bernartice,rozc.",Bernartice,3,57
43224,"Bernartice,rozc.","Bernartice,SSÚD",3,5
43225,"Bernartice,rozc.","Loket u Čechtic,Brzotice,rozc.II",3,72
43241,Beroun,Beroun seřaďovací nádraží,2,274
43291,Beroun,Beroun-Závodí,2,240
43334,Beroun,Tetín hradlo,2,342
43408,Beroun seřaďovací nádraží,Beroun,2,269
43458,Beroun seřaďovací nádraží,Králův Dvůr,2,274
43508,"Beroun,Bezručova","Beroun,Wagnerovo nám.",3,118
43534,"Beroun,Bezručova","Beroun,u hřbitova",3,88
43554,"Beroun,Brdatka","Beroun,V Lužánkách",3,88
43574,"Beroun,Brdatka","Beroun,Vítězslava Hálka I",3,88
43594,"Beroun,Brožíkova","Beroun,Hostímská",3,129
43624,"Beroun,Brožíkova","Beroun,PAI",3,214
43674,"Beroun,Brožíkova",Nové Butovice,3,125
43699,"Beroun,Brožíkova",Stodůlky,3,50
43709,"Beroun,Brožíkova","Vráž,rozc.k žel.st.",3,367
43804,"Beroun,Delvita","Beroun,Hlinky",3,55
43815,"Beroun,Delvita","Beroun,Obchodní",3,20
43819,"Beroun,Delvita","Beroun,Plzeňka",3,7
43821,"Beroun,Delvita","Beroun,autobusové nádraží",3,194
43867,"Beroun,Delvita","Beroun,pod dálnicí",3,169
43905,"Beroun,Delvita","Beroun,sídliště",3,456
44007,"Beroun,Eternitka","Beroun,PAI",3,352
44090,"Beroun,Eternitka","Chyňava,Lhotka u Berouna",3,143
44124,"Beroun,Eternitka","Hýskov,Na Krétě",3,199
44171,"Beroun,Hlinky","Beroun,Delvita",3,5
44172,"Beroun,Hlinky","Beroun,Plzeňská brána",3,40
44180,"Beroun,Hlinky","Beroun,U Zelených",3,348
44266,"Beroun,Hlinky","Beroun,U černého koně",3,183
44314,"Beroun,Hlinky","Beroun,Wagnerovo nám.",3,144
44347,"Beroun,Hostim","Beroun,Lištice",3,59
44363,"Beroun,Hostim",Svatý Jan p.Skalou,3,54
44378,"Beroun,Hostímská","Beroun,Prof.Veselého",3,129
44408,"Beroun,Hostímská","Beroun,Školní náměstí",3,124
44437,"Beroun,Jarov,náves","Beroun,Jarov,odb.",3,143
44471,"Beroun,Jarov,odb.","Beroun,Jarov,náves",3,138
44504,"Beroun,Jarov,odb.","Beroun,Zavadilka",3,219
44555,"Beroun,Jarov,odb.","Tetín,Koledník",3,86
44574,"Beroun,Jungmannova","Beroun,Pod Homolkou",3,25
44579,"Beroun,Jungmannova","Beroun,U Zelených",3,342
44663,"Beroun,Jungmannova","Beroun,Velké sídliště",3,348
44749,"Beroun,K Dubu","Beroun,Karla Čapka",3,25
44754,"Beroun,K Dubu","Beroun,Pod Homolkou",3,40
44762,"Beroun,Karla Čapka","Beroun,K Dubu",3,40
44770,"Beroun,Karla Čapka","Beroun,sídliště",3,20
44774,"Beroun,Lidl","Králův Dvůr,u zámku",3,967
45000,"Beroun,Lištice","Beroun,Hostim",3,54
45015,"Beroun,Lištice","Beroun,Prof.Veselého",3,59
45031,"Beroun,Na Náhonu","Beroun,Obchodní",3,30
45037,"Beroun,Na Parkáně","Beroun,Na Náhonu",3,30
45043,"Beroun,Na Parkáně","Beroun,Plzeňská brána",3,25
45048,"Beroun,Na Parkáně","Beroun,Wagnerovo nám.",3,30
45054,"Beroun,Na Ratince","Beroun,autobusové nádraží",3,92
45076,"Beroun,Na Ratince","Tetín,U Rozvodny",3,92
45098,"Beroun,Obchodní","Beroun,Delvita",3,30
45104,"Beroun,Obchodní","Beroun,Zahořanská",3,55
45115,"Beroun,Obchodní","Beroun,pod dálnicí",3,85
45132,"Beroun,PAI","Beroun,Eternitka",3,342
45213,"Beroun,PAI","Beroun,U černého koně",3,133
45245,"Beroun,PAI","Beroun,Školní náměstí",3,219
45296,"Beroun,Plzeňka","Beroun,Delvita",3,10
45298,"Beroun,Plzeňka","Beroun,Plzeňská brána",3,294
45367,"Beroun,Plzeňka","Beroun,U černého koně",3,490
45480,"Beroun,Plzeňka","Beroun,autobusové nádraží",3,138
45513,"Beroun,Plzeňka","Beroun,pod dálnicí",3,327
45588,"Beroun,Plzeňka","Beroun,sídliště",3,359
45670,"Beroun,Plzeňská brána","Beroun,Na Parkáně",3,30
45676,"Beroun,Plzeňská brána","Beroun,Plzeňka",3,337
45753,"Beroun,Plzeňská brána","Beroun,U černého koně",3,206
45802,"Beroun,Plzeňská brána","Beroun,Wagnerovo nám.",3,63
45817,"Beroun,Plzeňská brána","Beroun,pod dálnicí",3,20
45821,"Beroun,Pod Homolkou","Beroun,Jungmannova",3,35
45828,"Beroun,Pod Homolkou","Beroun,K Dubu",3,25
45833,"Beroun,Pod Homolkou","Beroun,Preislerova",3,5
45834,"Beroun,Pod Hřbitovem","Beroun,Bezručova",3,30
45840,"Beroun,Pod Hřbitovem","Beroun,Hlinky",3,5
45841,"Beroun,Pod Hřbitovem","Beroun,U Zelených",3,25
45846,"Beroun,Pod Hřbitovem","Beroun,Viničná",3,35
45853,"Beroun,Preislerova","Beroun,Zahořanská",3,5
45854,"Beroun,Prof.Veselého","Beroun,Hostímská",3,124
45883,"Beroun,Prof.Veselého","Beroun,Lištice",3,54
45898,"Beroun,U Slavaše","Beroun,U černého koně",3,909
46113,"Beroun,U Zelených","Beroun,Hlinky",3,307
46190,"Beroun,U Zelených","Beroun,Jungmannova",3,373
46281,"Beroun,U Zelených","Beroun,Pod Hřbitovem",3,35
46288,"Beroun,U černého koně","Beroun,Brožíkova",3,885
46498,"Beroun,U černého koně","Beroun,Hlinky",3,217
46553,"Beroun,U černého koně","Beroun,PAI",3,128
46584,"Beroun,U černého koně","Beroun,Plzeňka",3,492
46698,"Beroun,U černého koně","Beroun,Plzeňská brána",3,209
46747,"Beroun,U černého koně","Beroun,Wagnerovo nám.",3,129
46777,"Beroun,V Lužánkách","Beroun,Brdatka",3,88
46797,"Beroun,V Lužánkách","Beroun,Zdejcina",3,88
46817,"Beroun,Velké sídliště","Beroun,Jungmannova",3,307
46894,"Beroun,Velké sídliště","Beroun,sídliště",3,14
46898,"Beroun,Velké sídliště","Beroun,třída Míru",3,334
46980,"Beroun,Viničná","Beroun,Pod Hřbitovem",3,60
46992,"Beroun,Viničná","Beroun,Zahořanská",3,35
46999,"Beroun,Vítězslava Hálka I","Beroun,Brdatka",3,88
47019,"Beroun,Vítězslava Hálka I","Beroun,Vítězslava Hálka II",3,88
47039,"Beroun,Vítězslava Hálka II","Beroun,Vítězslava Hálka I",3,88
47059,"Beroun,Vítězslava Hálka II","Beroun,u hřbitova",3,88
47079,"Beroun,Wagnerovo nám.","Beroun,Bezručova",3,88
47099,"Beroun,Wagnerovo nám.","Beroun,Hlinky",3,136
47131,"Beroun,Wagnerovo nám.","Beroun,Na Parkáně",3,55
47142,"Beroun,Wagnerovo nám.","Beroun,Plzeňská brána",3,83
47161,"Beroun,Wagnerovo nám.","Beroun,U černého koně",3,124
47190,"Beroun,Zahořanská","Beroun,Obchodní",3,35
47197,"Beroun,Zahořanská","Beroun,Viničná",3,60
47209,"Beroun,Zavadilka","Beroun,Jarov,odb.",3,224
47261,"Beroun,Zavadilka","Beroun,autobusové nádraží",3,219
47312,"Beroun,Zdejcina","Beroun,V Lužánkách",3,88
47332,"Beroun,autobusové nádraží","Beroun,Delvita",3,169
47373,"Beroun,autobusové nádraží","Beroun,Na Ratince",3,92
47395,"Beroun,autobusové nádraží","Beroun,Plzeňka",3,138
47428,"Beroun,autobusové nádraží","Beroun,Zavadilka",3,224
47480,"Beroun,autobusové nádraží","Beroun,pod dálnicí",3,614
47616,"Beroun,pod dálnicí","Beroun,Delvita",3,242
47668,"Beroun,pod dálnicí","Beroun,Obchodní",3,85
47685,"Beroun,pod dálnicí","Beroun,Plzeňka",3,282
47751,"Beroun,pod dálnicí","Beroun,Plzeňská brána",3,5
47752,"Beroun,pod dálnicí","Beroun,autobusové nádraží",3,601
47886,"Beroun,sídliště","Beroun,Delvita",3,445
47987,"Beroun,sídliště","Beroun,Karla Čapka",3,35
47994,"Beroun,sídliště","Beroun,Lidl",3,633
48138,"Beroun,sídliště","Beroun,Plzeňka",3,352
48218,"Beroun,sídliště","Králův Dvůr,u zámku",3,59
48231,"Beroun,sídliště","Králův Dvůr,škola",3,88
48251,"Beroun,třída Míru","Beroun,Lidl",3,334
48333,"Beroun,třída Míru","Beroun,Velké sídliště",3,307
48410,"Beroun,u hřbitova","Beroun,Bezručova",3,88
48430,"Beroun,u hřbitova","Beroun,Vítězslava Hálka II",3,88
48450,"Beroun,Školní náměstí","Beroun,U Slavaše",3,338
48529,"Beroun,Školní náměstí","Beroun,U černého koně",3,10
48531,Beroun-Závodí,Beroun,2,240
48576,Beroun-Závodí,Hýskov,2,103
48595,Beroun-Závodí,Vráž u Berouna,2,137
48619,Bertramka,Anděl,0,7248
50412,Bertramka,Na Knížecí,0,3
50415,Bertramka,U Zvonu,0,7207
52188,Betonárka,Na Blanici,3,423
52293,Betonárka,Sídliště Petrovice,3,435
52396,Betáň,Pramenná,3,716
52558,Betáň,U Tří svatých,3,713
52728,Bezdědovice,Blatná,2,59
52740,Bezdědovice,Závišín,2,59
52752,Bezděkovská,U Počernického rybníka,3,208
52802,Bezděz,Bělá pod Bezdězem město,2,121
52834,Bezděz,hr.VUSC 0200/0510 01,2,121
52865,Bezděčín,Mladá Boleslav hl.n.,2,134
52896,Bezděčín,Nepřevázka,2,136
52933,Bezno,Chotětov,3,90
52951,Bezno,Jizerní Vtelno,3,102
52974,Bezno,Mělnické Vtelno,3,92
52995,Bezno,Nemyslovice,3,50
53005,Bezno,Sovínky,3,30
53011,Bezno,"Strenice,Velká Horka",3,10
53013,Bečovská,Dubečský hřbitov,3,183
53059,Bečovská,U Uhříněveské obory,3,171
53100,Bečváry,"Bečváry,Poďousy",3,5
53101,Bečváry,"Bečváry,Poďousy,rozc.",3,178
53149,Bečváry,"Bečváry,žel.st.",3,168
53192,Bečváry,Drahobudice,2,81
53205,Bečváry,Drahobudice,3,25
53210,Bečváry,"Drahobudice,Bílkov",3,25
53215,Bečváry,Pučery,2,77
53230,"Bečváry,Dolní Jelčany","Bečváry,Hatě",3,20
53234,"Bečváry,Dolní Jelčany","Bečváry,Horní Jelčany",3,5
53235,"Bečváry,Hatě","Bečváry,Dolní Jelčany",3,5
53236,"Bečváry,Hatě",Drahobudice,3,20
53240,"Bečváry,Horní Jelčany","Bečváry,Dolní Jelčany",3,20
53244,"Bečváry,Horní Jelčany","Zásmuky,Sobočice",3,5
53245,"Bečváry,Poďousy","Bečváry,Poďousy,rozc.",3,41
53254,"Bečváry,Poďousy","Bečváry,Červený Hrádek",3,61
53267,"Bečváry,Poďousy,rozc.",Bečváry,3,168
53310,"Bečváry,Poďousy,rozc.","Bečváry,Poďousy",3,41
53319,"Bečváry,Poďousy,rozc.","Kořenice,Pučery",3,71
53337,"Bečváry,Poďousy,rozc.","Kořenice,rozc.Chotouchov",3,148
53376,"Bečváry,Červený Hrádek","Bečváry,Poďousy",3,56
53388,"Bečváry,Červený Hrádek",Drahobudice,3,41
53397,"Bečváry,Červený Hrádek","Drahobudice,Bílkov",3,25
53402,"Bečváry,žel.st.",Bečváry,3,178
53450,"Bečváry,žel.st.","Zásmuky,u sokolovny",3,168
53493,Beřovice,"Beřovice,horní",3,73
53510,Beřovice,"Zlonice,Tmáň",3,78
53528,"Beřovice,Bakov","Slaný,Želevčice",3,73
53542,"Beřovice,Bakov","Zlonice,škola",3,68
53558,"Beřovice,horní",Beřovice,3,78
53576,"Beřovice,horní","Slaný,Želevčice,Rozc.",3,73
53593,Biskupcova,Mezi Hřbitovy,3,876
53800,Biskupcova,Nákladové nádraží Žižkov,0,8130
55736,Biskupcova,Ohrada,0,8159
56048,Biskupcova,Ohrada,3,916
57903,Blatce,"Blatce,rozc.",3,15
57906,Blatce,"Ždírec,Bořejov",3,15
57909,"Blatce,Blatečky","Blatce,Tubož,rybník",3,19
57914,"Blatce,Blatečky","Blatce,pod Beškovem",3,4
57916,"Blatce,Blatečky","Blatce,rozc.",3,15
57919,"Blatce,Konrádov","Blatce,Tubož",3,24
57925,"Blatce,Konrádov","Mšeno,Olešno",3,24
57931,"Blatce,Tubož","Blatce,Konrádov",3,24
57937,"Blatce,Tubož","Blatce,Tubož,rybník",3,24
57943,"Blatce,Tubož,rybník","Blatce,Blatečky",3,19
57948,"Blatce,Tubož,rybník","Blatce,Tubož",3,24
57954,"Blatce,pod Beškovem","Blatce,Blatečky",3,4
57956,"Blatce,pod Beškovem","Dubá,Křenov",3,4
57958,"Blatce,rozc.",Blatce,3,15
57961,"Blatce,rozc.","Blatce,Blatečky",3,15
57964,Blatiny,Slánská,0,5153
58440,Blatiny,Slánská,3,748
59378,Blatiny,Sídliště Řepy,0,5264
59874,Blatiny,Sídliště Řepy,3,758
60826,Blatnická,Starý Zličín,3,702
60994,Blatnická,Valtická,3,679
61159,Blatno u Jesenice,hr.VUSC 0200/0420 02,2,95
61179,Blatná,Bezdědovice,2,59
61191,Blatov,Na Vaňhově,3,1313
61513,Blatov,Rápošovská,3,1303
61836,Blatov sever,Pilovská,3,135
61863,Blažejovice,"Blažejovice,Vítonice,rozc.",3,10
61865,Blažejovice,Snět,3,47
61878,"Blažejovice,Vítonice,rozc.",Blažejovice,3,47
61891,"Blažejovice,Vítonice,rozc.",Dolní Kralovice,3,5
61892,"Blažejovice,Vítonice,rozc.","Hořice,kult.dům",3,5
61893,Blažimská,Chodovec,3,542
62021,Blevice,"Koleč,zámek",3,98
62043,Blevice,"Slatina,u cihelny",3,98
62065,Bludov,"Třebětín,Víckovice",3,25
62070,Bludov,"Červené Janovice,Zhoř",3,25
62075,Bobnice,"Bobnice,škola",3,55
62086,Bobnice,"Jíkev,žel.zast.",3,60
62098,"Bobnice,Kovansko","Bobnice,škola",3,65
62111,"Bobnice,Kovansko","Nymburk,průmyslová zóna sever",3,55
62122,"Bobnice,škola",Bobnice,3,65
62135,"Bobnice,škola","Bobnice,Kovansko",3,55
62146,Bohdalec,Bohdalecká,3,296
62224,Bohdalec,Chodovská,3,4928
63460,Bohdalec,Slavia,3,2435
63947,Bohdalec,Slavia - Nádraží Eden,3,2446
64623,Bohdalec,Vršovický hřbitov,3,274
64694,Bohdalecká,Bohdalec,3,274
64765,Bohdalecká,Chodovská,3,693
64950,Bohdalecká,Záběhlice,3,995
65204,Bohdaneč,"Bohdaneč,Sáhy",3,30
65210,Bohdaneč,"Bohdaneč,prům.areál",3,20
65214,Bohdaneč,"Bohdaneč,u kapličky",3,50
65224,"Bohdaneč,Prostřední Ves","Bohdaneč,u kapličky",3,50
65234,"Bohdaneč,Prostřední Ves","Bohdaneč,Šlechtín",3,15
65237,"Bohdaneč,Prostřední Ves","Zbraslavice,Radvančice",3,35
65244,"Bohdaneč,Sáhy",Bohdaneč,3,30
65250,"Bohdaneč,Sáhy",Třebětín,3,30
65256,"Bohdaneč,prům.areál",Bohdaneč,3,15
65259,"Bohdaneč,prům.areál","Zbraslavice,Ostrov",3,20
65263,"Bohdaneč,u kapličky",Bohdaneč,3,50
65273,"Bohdaneč,u kapličky","Bohdaneč,Prostřední Ves",3,50
65283,"Bohdaneč,Řeplice","Bohdaneč,Šlechtín",3,35
65290,"Bohdaneč,Šlechtín","Bohdaneč,Prostřední Ves",3,20
65294,"Bohdaneč,Šlechtín","Bohdaneč,Řeplice",3,35
65301,"Bohdaneč,Šlechtín","Zbraslavice,Radvančice",3,15
65304,Bohemians,Koh-i-noor,0,3886
65321,Bohemians,Koh-i-noor,3,1199
66589,Bohemians,Nádraží Vršovice,0,3960
67551,Bohemians,Ukrajinská,3,1364
67902,Bohemians,Čechovo náměstí,0,15
67905,Bohnické údolí,U Drahaně,3,226
67940,Bohnické údolí,Zámky,3,221
67975,Bohutín,"Bohutín,Havírna",3,121
68004,Bohutín,"Bohutín,škola",3,151
68039,"Bohutín,Havírna",Bohutín,3,136
68071,"Bohutín,Havírna","Bohutín,Vysoká Pec",3,151
68106,"Bohutín,Havírna","Bohutín,zbrojnice",3,15
68109,"Bohutín,Vysoká Pec","Bohutín,Havírna",3,151
68144,"Bohutín,Vysoká Pec","Bohutín,Vysoká Pec,sídl.",3,10
68146,"Bohutín,Vysoká Pec","Bohutín,Vysoká Pec,zahrádky",3,151
68181,"Bohutín,Vysoká Pec,sídl.","Bohutín,Vysoká Pec",3,10
68183,"Bohutín,Vysoká Pec,zahrádky","Bohutín,Vysoká Pec",3,151
68218,"Bohutín,Vysoká Pec,zahrádky","Příbram,Břez.Hory,Rožmitálská",3,151
68253,"Bohutín,bytovky","Bohutín,hřiště",3,15
68256,"Bohutín,bytovky","Bohutín,zbrojnice",3,30
68262,"Bohutín,hřiště",Bohutín,3,15
68265,"Bohutín,hřiště","Bohutín,bytovky",3,30
68271,"Bohutín,zbrojnice","Bohutín,Havírna",3,30
68277,"Bohutín,zbrojnice","Bohutín,bytovky",3,15
68280,"Bohutín,škola",Bohutín,3,121
68309,"Bohutín,škola","Bohutín,hřiště",3,30
68315,"Bohutín,škola","Láz,Dolní",3,56
68328,"Bohutín,škola","Láz,Jamky",3,95
68350,"Bohušovice n.Ohří,sídliště","Bohušovice n.Ohří,záv.",3,101
68375,"Bohušovice n.Ohří,sídliště","Bohušovice n.Ohří,žel.st.",3,101
68397,"Bohušovice n.Ohří,záv.","Bohušovice n.Ohří,sídliště",3,101
68419,"Bohušovice n.Ohří,záv.","Terezín,aut.nádr.",3,91
68442,"Bohušovice n.Ohří,záv.","Terezín,škola",3,10
68444,"Bohušovice n.Ohří,žel.st.","Bohušovice n.Ohří,sídliště",3,101
68469,"Bohušovice n.Ohří,žel.st.","Brňany,záv.",3,101
68491,Bojanovice,Bojov,2,92
68513,Bojanovice,Čisovice,2,92
68535,"Bojanovice,Chaty","Bojanovice,Rest.",3,79
68552,"Bojanovice,Chaty","Hvozdnice,Chaty",3,79
68569,"Bojanovice,Malá Lečice","Bojanovice,Malá Lečice,U Hesů",3,64
68583,"Bojanovice,Malá Lečice",Bratřínov,3,49
68594,"Bojanovice,Malá Lečice,U Hesů","Bojanovice,Malá Lečice",3,49
68605,"Bojanovice,Malá Lečice,U Hesů",Velká Lečice,3,64
68619,"Bojanovice,Rest.","Bojanovice,Chaty",3,79
68636,"Bojanovice,Rest.",Bratřínov,3,79
68653,"Bojanovice,Senešnice",Nová Ves p.Pleší,3,64
68667,"Bojanovice,Senešnice",Velká Lečice,3,49
68678,Bojasova,Kobyliská střelnice,3,744
68883,Bojasova,Vozovna Kobylisy,3,386
68980,Bojasova,Šimůnkova,3,1138
69281,Bojov,Bojanovice,2,92
69303,Bojov,Klínec,2,92
69325,Boletická,Rychnovská,3,1283
69646,Boletická,Výstaviště Letňany,3,1260
69958,Bolevecká,Livornská,3,2245
70593,Bolevecká,Na Vartě,3,1858
71053,Boloňská,Na Vartě,3,2608
71809,Boloňská,Nádraží Horní Měcholupy,3,1619
72187,Boloňská,Řepčická,3,2125
72746,Borek,"Brandýs n.L.-St.Bol.,U Hřbitova",3,77
72764,Borek pod Troskami,Hrubá Skála,2,2
72765,Borek pod Troskami,Ktová,2,2
72766,Boreč,"Boreč,na křižovatce",3,30
72772,Boreč,"Velké Všelisy,Malé Všelisy",3,30
72778,"Boreč,cihelna","Boreč,na křižovatce",3,70
72792,"Boreč,cihelna","Skalsko,náves",3,50
72802,"Boreč,na křižovatce",Boreč,3,30
72808,"Boreč,na křižovatce","Boreč,cihelna",3,50
72818,"Boreč,na křižovatce","Boreč,Žebice",3,95
72837,"Boreč,Žebice","Boreč,na křižovatce",3,75
72852,"Boreč,Žebice",Kluky,3,55
72863,Borotice,"Borotice,u lípy",3,25
72868,Borotice,"Drhovy,Homole",3,25
72873,"Borotice,Cholín","Borotice,Rozc.Smilovice",3,124
72904,"Borotice,Cholín","Křepenice,V Pekle",3,124
72935,"Borotice,Dražetice","Borotice,rozc.",3,5
72936,"Borotice,Dražetice","Borotice,Čelina",3,15
72939,"Borotice,Dražetice","Nový Knín,Chramiště",3,30
72945,"Borotice,Hubenov","Borotice,rozc.",3,40
72953,"Borotice,Hubenov",Drevníky,3,35
72960,"Borotice,Hubenov",Županovice,3,5
72961,"Borotice,Rozc.Smilovice","Borotice,Cholín",3,124
72992,"Borotice,Rozc.Smilovice","Borotice,Čelina",3,124
73023,"Borotice,rozc.","Borotice,Dražetice",3,15
73026,"Borotice,rozc.","Borotice,Hubenov",3,40
73034,"Borotice,rozc.","Borotice,u lípy",3,25
73039,"Borotice,u lípy",Borotice,3,25
73044,"Borotice,u lípy","Borotice,rozc.",3,25
73049,"Borotice,Čelina","Borotice,Dražetice",3,5
73050,"Borotice,Čelina","Borotice,Rozc.Smilovice",3,124
73081,"Borotice,Čelina","Borotice,rozc.",3,10
73083,"Borotice,Čelina","Chotilsko,Mokrsko",3,124
73114,Borotín,"Borotín,Kamenná Lhota,rozc.1.0",3,5
73115,"Borotín,Kamenná Lhota,rozc.1.0","Borotín,Sychrov,rozc.Boratkov",3,5
73116,"Borotín,Libenice,rozc.0.8","Střezimíř,rozc.Černotice",3,5
73117,"Borotín,Sychrov,rozc.Boratkov","Borotín,Libenice,rozc.0.8",3,5
73118,Borovnice,"Borovnice,rozc.",3,20
73122,Borovnice,"Čechtice,Otročice",3,30
73128,"Borovnice,rozc.",Borovnice,3,30
73134,"Borovnice,rozc.",Kuňovice,3,92
73158,"Borovnice,rozc.","Čechtice,Otročice,rozc.",3,87
73181,Boseň,"Boseň,pod Valečovem",3,20
73185,Boseň,"Kněžmost,nám.",3,60
73197,Boseň,"Mnichovo Hradiště,Dobrá Voda",3,70
73211,Boseň,"Mnichovo Hradiště,Lhotice",3,25
73216,"Boseň,Mužský","Boseň,Zápudov",3,25
73221,"Boseň,Zápudov","Boseň,Mužský",3,25
73226,"Boseň,Zápudov","Boseň,Zásadka",3,25
73231,"Boseň,Zásadka","Boseň,Zápudov",3,25
73236,"Boseň,Zásadka","Boseň,pod Valečovem",3,25
73241,"Boseň,pod Valečovem",Boseň,3,25
73246,"Boseň,pod Valečovem","Boseň,Zásadka",3,25
73251,Botanická zahrada,Albertov,0,3316
74044,Botanická zahrada,Karlovo náměstí,0,3113
74788,Botanická zahrada Troja,Krakov,3,413
74852,Botanická zahrada Troja,Sklenářka,3,666
74982,Botanická zahrada Troja,Zoologická zahrada,3,1084
75177,Bořanovice,"Líbeznice,I",3,710
75347,Bořanovice,Na Boleslavce,3,755
75537,"Bořanovice,Náves","Líbeznice,I",3,5
75538,Bořislavka,Dejvická,1,1567
75963,Bořislavka,Jenerálka,3,1187
76247,Bořislavka,Na Pískách,0,4381
77238,Bořislavka,Nádraží Veleslavín,1,1574
77651,Bořislavka,Poliklinika Na Dlouhém Lánu,3,130
77677,Bořislavka,Starodejvická,3,130
77703,Bořislavka,Sušická,3,1056
77980,Bořislavka,Sídliště Červený Vrch,0,4270
78906,Bošice,Kouřim,2,73
78922,Bošice,Zalešany,2,73
78938,Brambory,"Brambory,Koukalka",3,15
78941,Brambory,"Horka I,Svobodná Ves,u rest.",3,15
78944,"Brambory,Koukalka",Brambory,3,15
78947,"Brambory,Koukalka","Bílé Podolí,Pazderna",3,15
78950,"Brandýs n.L.-St.Bol.,Aut.st.",Borek,3,77
78969,"Brandýs n.L.-St.Bol.,Aut.st.","Brandýs n.L.-St.Bol.,Sídliště",3,384
79053,"Brandýs n.L.-St.Bol.,Aut.st.","Brandýs n.L.-St.Bol.,U Brány",3,737
79225,"Brandýs n.L.-St.Bol.,Baumit","Brandýs n.L.-St.Bol.,Continental",3,209
79269,"Brandýs n.L.-St.Bol.,Baumit","Zápy,Tesco Brandýs n.L.",3,70
79283,"Brandýs n.L.-St.Bol.,Brázdimská","Brandýs n.L.-St.Bol.,Nem.",3,354
79357,"Brandýs n.L.-St.Bol.,Continental","Brandýs n.L.-St.Bol.,Baumit",3,70
79371,"Brandýs n.L.-St.Bol.,Continental","Brandýs n.L.-St.Bol.,Vrábí",3,209
79415,"Brandýs n.L.-St.Bol.,Dům peč.služby","Brandýs n.L.-St.Bol.,Neratovická",3,67
79431,"Brandýs n.L.-St.Bol.,Dům peč.služby","Brandýs n.L.-St.Bol.,Rychta",3,121
79457,"Brandýs n.L.-St.Bol.,Dům peč.služby","Brandýs n.L.-St.Bol.,U Křížku",3,82
79474,"Brandýs n.L.-St.Bol.,Fakulta","Brandýs n.L.-St.Bol.,Na Radosti",3,113
79499,"Brandýs n.L.-St.Bol.,Fakulta","Brandýs n.L.-St.Bol.,U Soudu",3,123
79526,"Brandýs n.L.-St.Bol.,Kasárna","Brandýs n.L.-St.Bol.,Sídliště",3,184
79573,"Brandýs n.L.-St.Bol.,Kasárna","Brandýs n.L.-St.Bol.,Žel.st.",3,191
79622,"Brandýs n.L.-St.Bol.,Kralovice","Brandýs n.L.-St.Bol.,Na Radosti",3,261
79674,"Brandýs n.L.-St.Bol.,Kralovice","Lázně Toušeň,Zast.",3,138
79703,"Brandýs n.L.-St.Bol.,Kralovice","Zápy,Stavby mostů",3,113
79728,"Brandýs n.L.-St.Bol.,Most","Brandýs n.L.-St.Bol.,Nám.",3,762
79905,"Brandýs n.L.-St.Bol.,Most","Brandýs n.L.-St.Bol.,U Brány",3,870
80106,"Brandýs n.L.-St.Bol.,Most","Brandýs n.L.-St.Bol.,U Soudu",3,69
80122,"Brandýs n.L.-St.Bol.,Na Panském","Brandýs n.L.-St.Bol.,Sídliště",3,95
80141,"Brandýs n.L.-St.Bol.,Na Panském",Černý Most,3,110
80163,"Brandýs n.L.-St.Bol.,Na Radosti","Brandýs n.L.-St.Bol.,Fakulta",3,123
80190,"Brandýs n.L.-St.Bol.,Na Radosti","Brandýs n.L.-St.Bol.,Kralovice",3,251
80244,"Brandýs n.L.-St.Bol.,Na Radosti","Brandýs n.L.-St.Bol.,U Soudu",3,138
80269,"Brandýs n.L.-St.Bol.,Nem.","Brandýs n.L.-St.Bol.,Neratovická",3,25
80274,"Brandýs n.L.-St.Bol.,Nem.","Brandýs n.L.-St.Bol.,Rychta",3,137
80304,"Brandýs n.L.-St.Bol.,Nem.","Brandýs n.L.-St.Bol.,U Soudu",3,135
